u,v,highway,oneway,length,bridge,tunnel
436853683,436805774,secondary_link,1,15.823261122787368,0,0
436853694,2330771349,residential,0,38.447128751767494,0,0
436853694,436853695,secondary,1,127.51261429378955,0,0
436853695,3865541988,secondary,1,32.61356339506932,0,0
436853695,2330771437,residential,0,47.34931445216188,0,0
436853792,1931790389,primary,0,51.91368230947421,0,0
436853792,436840380,primary,0,182.15582822783657,0,0
436853798,2374838652,residential,0,60.805265039205025,0,0
436853798,2724391967,primary,0,11.42861114109546,0,0
436853798,2374838755,primary,0,240.68251604237815,0,0
436853804,3628462216,residential,0,65.3006955736001,0,0
436853804,2288449080,primary,0,66.25244631168817,0,0
436853804,3628462223,primary,0,99.87526021753702,0,0
436855641,2724391956,primary,0,13.85647495446474,0,0
436855641,2288449080,primary,0,67.97865766087806,0,0
436855641,3628462216,residential,0,85.15813020794221,0,0
436855646,2288449080,primary,0,219.89811814195448,0,0
436855646,5046224743,primary_link,1,95.43506027905465,1,0
436855837,3855510577,residential,0,137.63261074243687,0,0
436855837,3855510797,secondary,0,107.79273668234904,0,0
436855837,3855510656,secondary,0,57.383380995908084,0,0
436855860,436830152,primary,0,23.911080119760925,0,0
436855860,3855510383,secondary,0,124.25061192892072,0,0
436855860,3849174320,primary,0,125.21149104905608,0,0
436859628,2139941828,primary,1,595.7344645631982,1,0
436859628,387153848,trunk_link,1,438.6013175103152,1,0
436859638,9379611610,tertiary,0,134.77635994856587,0,0
436859638,6048920035,primary,1,121.54062458580525,0,0
436859638,436874458,tertiary,0,19.198621889673028,0,0
436862108,1949139253,tertiary,0,69.56245526147555,0,0
436862108,436837171,tertiary,0,17.960305543634618,0,0
436862109,1949139160,tertiary,0,75.03920536744832,0,0
436862109,1949139253,tertiary,0,61.87827867318021,0,0
436862109,1949139184,residential,1,182.81261096288688,0,0
436862110,436840393,tertiary,0,104.57892444186204,0,0
436862110,1949139160,tertiary,0,102.97142214003341,0,0
436862110,3655203114,residential,1,70.36627977856568,0,0
436862111,2374838526,residential,0,79.10440324024721,0,0
436862111,436862112,tertiary,0,102.7123185571795,0,0
436862111,436840393,tertiary,0,155.24710810324206,0,0
436862112,2374838555,tertiary,0,101.80370800590136,0,0
436862112,436862111,tertiary,0,102.71231855717951,0,0
436862410,3798902280,secondary,0,81.38656284986614,0,0
436862410,4590068789,secondary,0,149.2137712884146,0,0
436864020,436835483,secondary,0,327.03240085815986,0,0
436864020,3038710046,secondary,0,233.0534347602577,0,0
436864020,2473238876,secondary,0,233.82218373098084,0,0
436864063,3743639307,secondary,0,6.162281001170202,0,0
436864063,3648703726,secondary,0,18.313034208267695,0,0
436864063,3743639300,residential,0,56.064528493605515,0,0
436869371,1795204599,secondary,0,39.834134772800155,0,0
436869371,3038710046,secondary,0,139.06567651260264,0,0
436869371,1834932812,residential,0,69.2740199390782,0,0
436869380,3034164321,secondary,0,112.3608225600774,0,0
436869380,2374794523,residential,0,60.74052936573308,0,0
436869380,1949178468,secondary,0,157.69974381865865,0,0
436869387,2374823840,residential,0,59.87311219969659,0,0
436869387,2329649074,secondary,0,153.81413186492384,0,0
436869387,1949178468,secondary,0,115.54225366435732,0,0
436874414,4686032109,primary_link,1,49.708202085245816,0,0
436874414,4683091426,primary_link,1,77.14478438961112,0,0
436874429,414685214,secondary,0,43.820692248956746,0,0
436874429,3868066375,secondary,0,88.12494844151146,0,0
436874438,2139941924,secondary,0,96.0577045884219,0,0
436874438,3868066486,residential,0,197.82024291557818,0,0
436874438,414685214,secondary,0,217.5295213634766,0,0
436874438,3868066618,secondary,0,109.84772531632818,0,0
436874438,8477575614,secondary,0,70.37357929854724,0,0
436874458,8537159258,primary,1,53.40555959644671,0,0
436874458,436859638,tertiary,0,19.198621889673028,0,0
436877190,8536553324,secondary,0,17.161570221079526,0,0
436877190,3383840993,secondary,0,81.59552177573687,0,0
436877190,2204167381,primary,1,53.197326558209994,0,0
436877194,3867926946,secondary,0,64.90612898841387,0,0
436877194,2451940611,secondary,0,106.760114787806,0,0
436877194,3867926925,residential,0,52.581077218210524,0,0
436877194,3867926937,residential,0,17.21511032145859,0,0
436877199,3867929696,secondary,0,34.481527139195244,0,0
436877199,3867929664,secondary,0,21.222463792748677,0,0
436877199,3867929649,residential,0,35.42652219381486,0,0
436877199,3867929718,residential,0,50.705643848468,0,0
436877204,436877205,secondary,0,0.8086112417147102,0,0
436877204,3868066319,residential,0,50.31503864170753,0,0
436877204,436835405,secondary,0,134.00607587950628,0,0
436877204,3868066313,residential,0,77.58126122398949,0,0
436877205,436877204,secondary,0,0.8086112417147102,0,0
436877205,3081352934,secondary,0,63.08017501048704,0,0
436877205,4591183287,residential,0,53.44939255180121,0,0
436877207,3868066363,residential,0,15.711921809768137,0,0
