u,v,highway,oneway,length,bridge,tunnel,avg_height,avg_slope,lanes,width,up_lanes,down_lanes,surface
436868040,1833774952,primary,1,82.76705694505469,0,0,49.54000092,1.50730410604791,1,4.0,1,0,asphalt
436868044,12234346973,secondary_link,0,5.656134864858694,0,0,44.5,0.9816410774993488,6,4.0,3,3,asphalt
436868044,11252413223,primary,1,55.47254279554884,0,0,45.14999962,0.9816410774993488,1,3.0,1,0,asphalt
436868047,4588308838,residential,0,29.281911944634643,0,0,40.75999832,8.979484780211507,6,4.0,3,3,asphalt
436868047,4588308816,primary,1,49.62240720194016,0,0,40.75999832,8.979484780211507,1,4.0,1,0,asphalt
436868048,11252413220,primary,1,61.29687454800751,0,0,39.46000099,6.943216363937816,1,2.0,1,0,asphalt
436868048,3825027519,residential,0,63.12798115819278,0,0,39.35000038,0.4326886316750531,6,4.0,3,3,asphalt
436868050,3825027537,residential,0,47.56027002801616,0,0,37.79500008,0.8532018565586174,6,4.0,3,3,asphalt
436868050,436868048,primary,1,75.50982645959864,0,0,38.680000305,0.7053237971233431,1,4.0,1,0,asphalt
436868052,3825027561,residential,0,29.378847080736914,0,0,39.72999954,1.36981052623296,7,4.0,4,3,asphalt
436868052,3825027553,primary,1,88.69106560552234,0,0,38.84000015,1.3143976265074475,1,4.0,1,0,asphalt
436868053,436868052,primary,1,111.65532465810436,0,0,42.784999845,6.69152469824133,1,4.0,1,0,asphalt
436868053,653216999,residential,0,73.78288605645382,0,0,41.25,15.828953898684324,7,4.0,4,3,asphalt
436873059,3825310361,residential,0,88.36572540668914,0,0,21.224999425,0.7813998846933234,4,3.0,2,2,asphalt
436873059,3825310135,residential,0,36.5324175003805,0,0,20.62999916,0.2967962168854418,4,3.0,2,2,asphalt
436873059,436873061,secondary,0,103.05420404273006,0,0,21.469999315000003,0.6252789597520134,4,3.0,2,2,asphalt
436873059,436837191,secondary,0,52.05877980627086,0,0,20.48999977,1.7618608474097928,2,2.0,1,1,asphalt
436873061,3785058089,residential,0,62.11257112747197,0,0,21.489999775,0.8898116929024342,4,3.0,2,2,asphalt
436873061,3825310419,secondary,0,41.1778666285075,0,0,22.30999947,0.9537617026185852,4,3.0,2,2,asphalt
436873061,3825310423,residential,0,62.898122911299325,0,0,22.30999947,0.9537617026185852,4,3.0,2,2,asphalt
436873061,436873059,secondary,0,103.05420404273006,0,0,21.469999315000003,0.6252789597520134,4,3.0,2,2,asphalt
436873073,436881915,secondary,0,21.9493396250791,0,0,22.25,16.87656957736337,2,2.0,2,0,asphalt
436873073,3825311306,secondary,0,27.73162811881061,0,0,23.89500046,9.709265189529257,4,3.0,2,2,asphalt
436873073,3825311298,residential,0,55.946825328874326,0,0,20.48999977,23.93336900028181,4,3.0,2,2,asphalt
436873079,10676068115,secondary,0,45.84926337370644,0,0,20.87000084,0.1933756571392259,2,2.0,1,1,paving_stones
436873079,3811434987,secondary,0,33.25464736332391,0,0,20.87000084,0.1933756571392259,2,2.0,1,1,paving_stones
436873079,4581820328,residential,0,84.15201353247627,0,0,20.720000265,0.2150312570405804,2,2.0,1,1,paving_stones
436873092,3811524346,tertiary,0,34.64422782715655,0,0,26.38999939,3.801801644002495,2,2.0,1,1,asphalt
436873092,8477974161,secondary,0,80.64445427288989,0,0,34.26000023,4.557914514118462,2,2.0,1,1,asphalt
436873092,3811524356,secondary,0,49.40144305190989,0,0,26.38999939,3.801801644002495,2,2.0,1,1,asphalt
436873092,3811435040,tertiary,0,63.18236912036849,0,0,25.42999935,2.9373359416832434,2,2.0,1,1,asphalt
436873114,3811439883,secondary,0,14.33225086312662,0,0,41.81999969,0.2949632904589652,2,2.0,1,1,asphalt
436873114,3811629626,residential,0,42.03534385684978,0,0,41.81999969,0.2949632904589652,2,2.0,1,1,asphalt
436873114,3811629617,secondary,0,47.74473351105349,0,0,41.81999969,0.2949632904589652,2,2.0,1,1,asphalt
436873123,3811440047,residential,0,18.27288129625285,0,0,19.42000008,2.034450320176581,2,2.0,1,1,asphalt
436873123,3811440017,secondary,0,16.94185866322715,0,0,19.42000008,2.034450320176581,2,2.0,1,1,asphalt
436873123,3811440280,secondary,0,61.238992711893744,0,0,17.15500021,1.2381087803978714,2,2.0,1,1,asphalt
436873132,3811440612,tertiary,1,114.63246993669446,0,0,14.829999925,9.714470028108146,1,1.0,1,0,asphalt
436873132,3811440486,secondary,0,50.577304226891584,0,0,14.44000006,6.388130623092295,1,1.0,1,0,asphalt
436877301,11252413080,primary,1,299.9413782136774,0,0,43.73500061,7.668941279214604,1,4.0,1,0,asphalt
436881903,3785058107,tertiary,0,41.33564522841105,0,0,16.755000115,5.244443806855019,4,3.0,2,2,asphalt
436881903,436826287,secondary,0,80.99536471202913,1,0,18.075000765,3.7908892239756167,3,3.0,3,0,asphalt
436881903,3785058124,residential,1,88.25472720011635,0,0,17.255000115,2.757293824567215,1,1.0,1,0,asphalt
436881915,436873073,secondary,0,21.9493396250791,0,0,22.25,16.87656957736337,2,2.0,2,0,asphalt
436881915,11665462706,residential,1,319.68998270257026,0,0,20.97500038,24.492931758356505,1,2.0,1,0,asphalt
436881915,2532403834,secondary,0,89.14728609712586,1,0,21.97999954,15.867771536916733,3,3.0,3,0,asphalt
436881922,2532420364,primary,1,136.82189172289628,1,0,19.720000265,4.775514737243327,1,1.0,1,0,asphalt
436881922,3825310020,tertiary,0,47.60715893763753,0,0,19.94000053,4.570175310958374,3,3.0,2,1,asphalt
436881922,2532403744,primary,1,125.2267497239715,0,0,20.28999996,2.3672149687722093,1,3.0,1,0,asphalt
445343537,436868019,primary,1,19.215808412080747,0,0,37.719999315,2.1556446347829312,1,4.0,1,0,asphalt
445343537,1936511522,primary,1,44.925558027554246,0,0,37.719999315,2.1556446347829312,1,1.0,1,0,asphalt
653216979,653216981,residential,0,69.32857351676871,1,0,33.685001375,28.42347850530349,2,2.0,2,0,asphalt
653216979,653216999,residential,0,504.77838263319074,0,0,34.950000765,27.92940902539909,1,1.0,1,0,asphalt
653216979,3825027501,residential,0,56.46206387186591,0,0,35.265001299999994,20.00354377733677,3,3.0,3,0,asphalt
653216979,2300585373,residential,0,85.38398807256273,0,0,32.5350008,33.58268562472709,2,2.0,1,1,asphalt
653216981,653216979,residential,0,69.32857351676871,1,0,33.685001375,28.42347850530349,2,2.0,2,0,asphalt
653216981,436862499,secondary,0,231.30505254506417,0,0,34.5,19.724376586987752,2,2.0,1,1,asphalt
653216981,3811797860,secondary,0,88.1607597510835,0,0,34.045000075000004,23.08499006145899,2,2.0,1,1,asphalt
653216999,653216979,residential,0,504.7783826331908,0,0,34.950000765,27.92940902539909,1,1.0,1,0,asphalt
653216999,436868053,residential,0,73.78288605645382,0,0,41.25,15.828953898684324,7,4.0,4,3,asphalt
653216999,3825027560,residential,0,88.63220028212172,0,0,36.04999924,13.269706421286555,2,2.0,1,1,asphalt
1133534462,11296481681,primary,1,19.758114660423303,0,0,41.38999939,5.2373757899883,1,4.0,1,0,asphalt
1133534462,11296481678,secondary_link,1,25.517967602318784,0,0,44.02000046,5.2373757899883,1,4.0,1,0,asphalt
1133534478,3811629612,tertiary,0,32.46405699847398,0,0,14.25,0.8362010450805853,1,1.0,1,0,asphalt
1133534478,3811629609,tertiary,0,32.46915861206575,0,0,14.25,0.8362010450805853,2,2.0,1,1,asphalt
